session_id,source_ip,destination_ip,source_port,destination_port,protocol,packet_size,tcp_flags,duration_sec,attack_type
5454,192.168.1.45,10.0.0.118,34167,25,HTTPS,428,FIN,2.241978503,DoS
5455,192.168.1.83,10.0.0.80,49309,8080,HTTP,439,URG,6.154742571,Ransomware
5456,192.168.1.11,10.0.0.94,56523,21,SMTP,446,FIN,2.506376065,Phishing
5457,192.168.1.205,10.0.0.226,20444,80,HTTP,615,RST,1.54,No Attack
5458,192.168.1.181,10.0.0.65,26260,22,HTTPS,455,PSH,1.36,MITM
5459,192.168.1.200,10.0.0.88,7242,22,FTP,544,RST,1.95,Session Hijack
5460,192.168.1.104,10.0.0.88,59771,443,SMTP,512,PSH,1.43,XSS
5461,192.168.1.68,10.0.0.201,50916,22,FTP,489,RST,5.54,SQLi
5462,192.168.1.239,10.0.0.214,9519,25,FTP,450,RST,0.28,DoS
5463,192.168.1.95,10.0.0.204,34877,21,SMTP,696,ACK,1.024649196,Ransomware
5464,192.168.1.156,10.0.0.145,65081,443,SMTP,779,PSH,2.133320438,Phishing
5465,192.168.1.203,10.0.0.126,14097,21,HTTP,411,SYN,2.89,No Attack
5466,192.168.1.235,10.0.0.89,12395,21,HTTPS,392,ACK,2.09,MITM
5467,192.168.1.65,10.0.0.220,18618,80,FTP,605,ACK,6.58,Session Hijack
5468,192.168.1.49,10.0.0.61,12250,22,HTTPS,272,ACK,0.855175007,XSS
5469,192.168.1.175,10.0.0.15,58596,8080,HTTPS,504,ACK,2.37,SQLi
5470,192.168.1.52,10.0.0.94,53295,21,SSH,822,SYN,3.38,DoS
5471,192.168.1.102,10.0.0.51,11070,25,HTTP,440,ACK,6.18933269,Ransomware
5472,192.168.1.216,10.0.0.27,50443,25,FTP,608,URG,1.5,Phishing
5473,192.168.1.182,10.0.0.214,52950,8080,SMTP,646,SYN,0.9,No Attack
5474,192.168.1.188,10.0.0.74,44833,22,SMTP,413,URG,6.22,MITM
5475,192.168.1.57,10.0.0.61,38141,22,HTTPS,517,SYN,4.872474468,Session Hijack
5476,192.168.1.47,10.0.0.186,65468,443,HTTP,535,URG,1.27,XSS
5477,192.168.1.159,10.0.0.31,5989,443,HTTP,572,ACK,2.11,SQLi
5478,192.168.1.233,10.0.0.219,60502,443,FTP,739,FIN,0.65,DoS
5479,192.168.1.174,10.0.0.12,47284,22,FTP,612,SYN,1.91,Ransomware
5480,192.168.1.242,10.0.0.46,14360,21,HTTPS,421,ACK,1.55,Phishing
5481,192.168.1.26,10.0.0.159,58301,80,HTTPS,517,RST,0.08,No Attack
5482,192.168.1.241,10.0.0.32,20867,8080,HTTPS,819,RST,4.02,MITM
5483,192.168.1.114,10.0.0.160,60637,8080,SSH,659,PSH,1.35,Session Hijack
5484,192.168.1.5,10.0.0.233,18397,8080,HTTP,522,SYN,1.31,XSS
5485,192.168.1.84,10.0.0.251,46476,443,HTTPS,446,SYN,0.67,SQLi
5486,192.168.1.52,10.0.0.237,51113,80,HTTP,603,URG,0.683281941,DoS
5487,192.168.1.105,10.0.0.227,7678,25,SMTP,553,RST,0.69,Ransomware
5488,192.168.1.203,10.0.0.181,32304,22,SMTP,663,SYN,2.1,Phishing
5489,192.168.1.248,10.0.0.61,57165,25,HTTP,769,SYN,0.21,No Attack
5490,192.168.1.54,10.0.0.46,58807,443,SMTP,404,RST,0.81,MITM
5491,192.168.1.161,10.0.0.85,41134,21,SMTP,720,ACK,9.695984026,Session Hijack
5492,192.168.1.178,10.0.0.202,23431,443,SMTP,675,URG,0.63,XSS
5493,192.168.1.166,10.0.0.80,3382,80,FTP,731,RST,6.8,SQLi
5494,192.168.1.155,10.0.0.135,27607,443,FTP,502,FIN,0.22,DoS
5495,192.168.1.226,10.0.0.4,53521,8080,HTTP,558,RST,3.16,Ransomware
5496,192.168.1.15,10.0.0.219,29730,21,HTTP,545,URG,1.16,Phishing
5497,192.168.1.224,10.0.0.52,7384,21,SSH,598,RST,0.43,No Attack
5498,192.168.1.61,10.0.0.247,54992,22,FTP,409,URG,3.1,MITM
5499,192.168.1.122,10.0.0.217,4767,22,HTTP,580,ACK,0.01,Session Hijack
5500,192.168.1.21,10.0.0.159,8183,8080,FTP,414,RST,0.85,XSS
5501,192.168.1.46,10.0.0.203,33175,21,SSH,466,RST,1.86,SQLi
5502,192.168.1.197,10.0.0.112,1542,8080,HTTP,463,ACK,0.53,DoS
5503,192.168.1.134,10.0.0.212,17676,21,HTTP,536,RST,0.81,Ransomware
5504,192.168.1.38,10.0.0.36,13949,80,HTTP,738,ACK,0.19,Phishing
5505,192.168.1.62,10.0.0.182,48602,443,HTTP,344,FIN,3.84,No Attack
5506,192.168.1.86,10.0.0.54,50031,22,HTTPS,427,ACK,1.1,MITM
5507,192.168.1.190,10.0.0.119,55620,80,FTP,422,SYN,0.31,Session Hijack
5508,192.168.1.210,10.0.0.127,6499,443,FTP,477,SYN,0.44,XSS
5509,192.168.1.78,10.0.0.17,37977,22,FTP,300,URG,0.64,SQLi
5510,192.168.1.202,10.0.0.237,38953,8080,SSH,613,ACK,0.52,DoS
5511,192.168.1.46,10.0.0.75,43372,80,HTTPS,506,RST,1.4,Ransomware
5512,192.168.1.141,10.0.0.158,10910,25,FTP,486,PSH,4.71,Phishing
5513,192.168.1.223,10.0.0.227,12489,25,FTP,575,PSH,0.41,No Attack
5514,192.168.1.222,10.0.0.105,59757,22,HTTP,551,FIN,1.21,MITM
5515,192.168.1.3,10.0.0.230,54041,80,HTTP,689,FIN,3.758958058,Session Hijack
5516,192.168.1.222,10.0.0.150,12245,443,HTTP,498,PSH,0.41,XSS
5517,192.168.1.6,10.0.0.117,25419,443,FTP,692,PSH,0.33,SQLi
5518,192.168.1.93,10.0.0.43,3359,80,HTTP,584,ACK,0.34,DoS
5519,192.168.1.8,10.0.0.112,37466,25,FTP,553,PSH,4.27,Ransomware
5520,192.168.1.172,10.0.0.115,5600,80,SSH,780,SYN,2.48,Phishing
5521,192.168.1.237,10.0.0.27,48764,25,SSH,514,FIN,0.82,No Attack
5522,192.168.1.235,10.0.0.37,1524,25,SMTP,565,URG,4.66,MITM
5523,192.168.1.108,10.0.0.46,60029,8080,HTTPS,487,FIN,6.14,Session Hijack
5524,192.168.1.161,10.0.0.113,27699,8080,HTTP,532,SYN,1.02,XSS
5525,192.168.1.209,10.0.0.35,9107,443,HTTP,537,FIN,1.43,SQLi
5526,192.168.1.240,10.0.0.132,42086,22,HTTPS,455,PSH,0.89,DoS
5527,192.168.1.75,10.0.0.80,16744,21,HTTPS,435,FIN,0.52,Ransomware
5528,192.168.1.77,10.0.0.80,6567,80,SMTP,730,SYN,3.03,Phishing
5529,192.168.1.50,10.0.0.213,52922,25,HTTPS,710,FIN,2.09,No Attack
5530,192.168.1.11,10.0.0.154,4300,80,FTP,646,URG,0.91,MITM
5531,192.168.1.95,10.0.0.121,53261,22,HTTP,500,URG,0.03,Session Hijack
5532,192.168.1.156,10.0.0.228,31659,22,HTTPS,400,URG,2.89,XSS
5533,192.168.1.236,10.0.0.147,55911,21,FTP,501,URG,2.20251619,SQLi
5534,192.168.1.70,10.0.0.122,25204,21,HTTPS,576,PSH,1.656870661,DoS
5535,192.168.1.169,10.0.0.81,7637,25,FTP,457,URG,0.27,Ransomware
5536,192.168.1.16,10.0.0.173,45521,8080,SSH,499,URG,1.98,Phishing
5537,192.168.1.68,10.0.0.154,2351,21,FTP,566,ACK,1.58,No Attack
5538,192.168.1.99,10.0.0.150,41564,8080,SMTP,523,URG,0.55,MITM
5539,192.168.1.252,10.0.0.119,11690,8080,FTP,464,PSH,0.3,Session Hijack
5540,192.168.1.48,10.0.0.58,27279,25,HTTPS,487,URG,4.32,XSS
5541,192.168.1.184,10.0.0.63,64621,443,SSH,498,FIN,0.29,SQLi
5542,192.168.1.64,10.0.0.248,21154,8080,SSH,377,URG,1.283996974,DoS
5543,192.168.1.187,10.0.0.156,23092,25,FTP,567,RST,1.93,Ransomware
5544,192.168.1.90,10.0.0.193,50081,21,HTTPS,506,FIN,0.929405874,Phishing
5545,192.168.1.190,10.0.0.172,19970,80,SSH,649,URG,2.14,No Attack
5546,192.168.1.249,10.0.0.100,21571,21,FTP,304,URG,1.34,MITM
5547,192.168.1.76,10.0.0.171,20725,22,FTP,466,FIN,0.47,Session Hijack
5548,192.168.1.139,10.0.0.165,52612,21,FTP,573,SYN,0.14,XSS
5549,192.168.1.101,10.0.0.66,6793,443,SSH,614,RST,0.15,SQLi
5550,192.168.1.89,10.0.0.145,25907,25,HTTP,577,SYN,1.76,DoS
5551,192.168.1.18,10.0.0.168,62364,8080,HTTPS,404,URG,4.413115176,Ransomware
5552,192.168.1.19,10.0.0.166,14687,22,SMTP,572,SYN,3.371060976,Phishing
5553,192.168.1.215,10.0.0.85,39710,25,SMTP,397,PSH,1.8,No Attack
5554,192.168.1.55,10.0.0.189,51265,25,HTTPS,608,ACK,1.219373391,MITM
5555,192.168.1.102,10.0.0.137,38347,8080,HTTP,616,FIN,3.96,Session Hijack
5556,192.168.1.118,10.0.0.205,36186,21,HTTPS,500,RST,1.98,XSS
5557,192.168.1.210,10.0.0.203,23876,80,FTP,736,FIN,2.37,SQLi
5558,192.168.1.154,10.0.0.189,21412,22,HTTPS,693,SYN,1.066858559,DoS
5559,192.168.1.134,10.0.0.208,34458,8080,HTTPS,593,ACK,1.303032028,Ransomware
5560,192.168.1.4,10.0.0.144,23126,443,SSH,256,SYN,4.76,Phishing
5561,192.168.1.108,10.0.0.123,22560,443,SMTP,634,FIN,1.29,No Attack
5562,192.168.1.115,10.0.0.2,13379,80,SMTP,543,PSH,1.61,MITM
5563,192.168.1.29,10.0.0.106,3258,80,FTP,374,FIN,0.804453797,Session Hijack
5564,192.168.1.59,10.0.0.108,40127,21,FTP,537,SYN,1,XSS
5565,192.168.1.125,10.0.0.72,51412,443,SSH,631,RST,4.36,SQLi
5566,192.168.1.98,10.0.0.171,51799,22,FTP,631,RST,4.61,DoS
5567,192.168.1.17,10.0.0.126,32171,8080,HTTP,547,RST,2.62,Ransomware
5568,192.168.1.107,10.0.0.170,51550,80,SSH,547,RST,1.58,Phishing
5569,192.168.1.43,10.0.0.205,24683,80,SSH,710,RST,5.34,No Attack
5570,192.168.1.245,10.0.0.57,45295,80,HTTPS,423,URG,4.11,MITM
5571,192.168.1.80,10.0.0.81,40151,8080,HTTPS,670,ACK,3.75,Session Hijack
5572,192.168.1.194,10.0.0.231,17584,22,HTTP,497,ACK,4.27,XSS
5573,192.168.1.162,10.0.0.216,47668,443,SSH,586,PSH,1.277222816,SQLi
5574,192.168.1.247,10.0.0.195,59721,22,SSH,558,RST,2.665683839,DoS
5575,192.168.1.8,10.0.0.158,24112,8080,HTTPS,386,SYN,1.774402614,Ransomware
5576,192.168.1.141,10.0.0.244,3952,22,SMTP,728,SYN,2.69,Phishing
5577,192.168.1.106,10.0.0.141,58993,21,SMTP,697,FIN,1.79,No Attack
5578,192.168.1.8,10.0.0.19,41409,8080,HTTPS,615,RST,0.14,MITM
5579,192.168.1.222,10.0.0.7,61022,80,FTP,537,SYN,0.650857816,Session Hijack
5580,192.168.1.96,10.0.0.137,41406,443,SSH,687,URG,1.167462657,XSS
5581,192.168.1.228,10.0.0.211,29208,21,HTTP,652,PSH,2.68394002,SQLi
5582,192.168.1.239,10.0.0.237,21123,21,SMTP,401,SYN,0.23,DoS
5583,192.168.1.94,10.0.0.54,5298,8080,FTP,694,URG,1.56,Ransomware
5584,192.168.1.65,10.0.0.104,25994,25,SSH,396,URG,3.68,Phishing
5585,192.168.1.171,10.0.0.86,26768,80,FTP,415,PSH,5.89,No Attack
5586,192.168.1.39,10.0.0.82,38763,443,SSH,640,RST,2.419035576,MITM
5587,192.168.1.81,10.0.0.61,63425,443,SSH,488,FIN,1.52,Session Hijack
5588,192.168.1.187,10.0.0.87,9413,443,HTTPS,560,FIN,3.56,XSS
5589,192.168.1.84,10.0.0.2,18376,8080,HTTPS,619,ACK,6.344704562,SQLi
5590,192.168.1.88,10.0.0.178,62276,80,HTTP,301,RST,0.99,DoS
5591,192.168.1.242,10.0.0.242,53331,8080,HTTP,476,SYN,0.87,Ransomware
5592,192.168.1.86,10.0.0.203,22172,443,FTP,597,FIN,1.2,Phishing
5593,192.168.1.93,10.0.0.31,32852,22,HTTPS,647,URG,0.59,No Attack
5594,192.168.1.86,10.0.0.33,3528,22,SSH,474,PSH,3.93,MITM
5595,192.168.1.44,10.0.0.206,57819,80,HTTPS,464,URG,0.77,Session Hijack
5596,192.168.1.137,10.0.0.80,59644,443,SSH,367,PSH,1.19,XSS
5597,192.168.1.165,10.0.0.11,39798,8080,HTTPS,646,SYN,0.77,SQLi
5598,192.168.1.74,10.0.0.161,29767,25,SSH,750,SYN,0.25,DoS
5599,192.168.1.36,10.0.0.254,29918,25,FTP,826,RST,1.87,Ransomware
5600,192.168.1.101,10.0.0.128,32019,25,HTTPS,381,SYN,1.77,Phishing
5601,192.168.1.220,10.0.0.135,58138,22,SMTP,540,SYN,0.7,No Attack
5602,192.168.1.156,10.0.0.128,41735,8080,SMTP,457,SYN,0.06,MITM
5603,192.168.1.170,10.0.0.31,51445,25,SSH,452,FIN,5.52,Session Hijack
5604,192.168.1.171,10.0.0.253,18772,443,FTP,407,RST,1.969062362,XSS
5605,192.168.1.213,10.0.0.176,24124,443,SSH,756,SYN,1.55,SQLi
5606,192.168.1.216,10.0.0.126,34715,25,FTP,475,SYN,0.31,DoS
5607,192.168.1.170,10.0.0.238,50646,21,HTTP,407,URG,0.58,Ransomware
5608,192.168.1.252,10.0.0.47,24005,25,HTTPS,624,URG,1.14,Phishing
5609,192.168.1.104,10.0.0.206,33732,21,FTP,703,PSH,1.65,No Attack
5610,192.168.1.66,10.0.0.220,61384,80,SSH,485,FIN,3.85,MITM
5611,192.168.1.55,10.0.0.181,11270,80,HTTP,524,SYN,0.69,Session Hijack
5612,192.168.1.200,10.0.0.107,46267,443,SSH,600,FIN,4.11,XSS
5613,192.168.1.176,10.0.0.208,60419,8080,SMTP,404,RST,1.23,SQLi
5614,192.168.1.91,10.0.0.19,33510,22,SMTP,517,RST,1.13,DoS
5615,192.168.1.22,10.0.0.81,31364,8080,HTTPS,605,URG,1.01,Ransomware
5616,192.168.1.101,10.0.0.123,20362,443,HTTPS,422,ACK,4.35,Phishing
5617,192.168.1.155,10.0.0.218,51324,443,HTTP,675,PSH,0.58,No Attack
5618,192.168.1.121,10.0.0.134,4110,8080,SMTP,682,ACK,3.89,MITM
5619,192.168.1.93,10.0.0.107,26559,22,FTP,557,FIN,0.19,Session Hijack
5620,192.168.1.195,10.0.0.49,15884,443,SMTP,488,PSH,6.22,XSS
5621,192.168.1.108,10.0.0.73,18037,22,HTTPS,530,URG,1.4,SQLi
5622,192.168.1.141,10.0.0.50,8431,443,SSH,478,SYN,13.63,DoS
5623,192.168.1.173,10.0.0.81,34566,80,HTTP,537,URG,1.87,Ransomware
5624,192.168.1.10,10.0.0.95,25959,21,SMTP,551,URG,0.25,Phishing
5625,192.168.1.228,10.0.0.12,42501,443,FTP,693,PSH,0.13,No Attack
5626,192.168.1.9,10.0.0.23,50103,21,FTP,482,PSH,1.685412826,MITM
5627,192.168.1.182,10.0.0.54,35135,25,FTP,435,RST,1.09,Session Hijack
5628,192.168.1.248,10.0.0.118,57574,443,HTTP,509,ACK,2.75,XSS
5629,192.168.1.247,10.0.0.254,11185,80,FTP,649,RST,0,SQLi
5630,192.168.1.155,10.0.0.197,24605,22,FTP,698,RST,0.6,DoS
5631,192.168.1.34,10.0.0.235,33301,80,SMTP,485,ACK,1.77,Ransomware
5632,192.168.1.243,10.0.0.228,22424,21,HTTP,406,RST,0.71,Phishing
5633,192.168.1.129,10.0.0.59,12443,22,SSH,494,PSH,1.226968278,No Attack
5634,192.168.1.160,10.0.0.164,41589,80,SSH,577,FIN,0.72,MITM
5635,192.168.1.89,10.0.0.3,20307,80,FTP,743,SYN,6.12,Session Hijack
5636,192.168.1.93,10.0.0.58,1958,80,HTTPS,631,SYN,0.14,XSS
5637,192.168.1.71,10.0.0.216,35778,8080,HTTP,432,RST,4.76,SQLi
5638,192.168.1.241,10.0.0.183,22404,22,HTTPS,643,ACK,2.51421899,DoS
5639,192.168.1.67,10.0.0.57,15040,80,HTTP,487,PSH,1.546511973,Ransomware
5640,192.168.1.212,10.0.0.145,56718,80,HTTP,754,RST,4.3,Phishing
5641,192.168.1.148,10.0.0.167,39257,21,SMTP,473,PSH,0.68,No Attack
5642,192.168.1.117,10.0.0.90,63682,80,FTP,708,PSH,9.60474923,MITM
5643,192.168.1.94,10.0.0.196,23719,80,SMTP,461,URG,2.296692111,Session Hijack
5644,192.168.1.163,10.0.0.55,25976,25,HTTPS,572,SYN,1.29,XSS
5645,192.168.1.99,10.0.0.45,61928,22,HTTPS,775,FIN,7.5,SQLi
5646,192.168.1.113,10.0.0.204,43758,25,SSH,531,FIN,0.51,DoS
5647,192.168.1.103,10.0.0.1,16745,8080,SMTP,574,ACK,4.79,Ransomware
5648,192.168.1.91,10.0.0.21,2529,21,SMTP,479,FIN,2.068858102,Phishing
5649,192.168.1.90,10.0.0.211,6387,25,SMTP,580,RST,3.145501625,No Attack
5650,192.168.1.206,10.0.0.21,49732,8080,SSH,393,SYN,3.198752147,MITM
5651,192.168.1.17,10.0.0.52,44638,443,SMTP,409,SYN,1.93,Session Hijack
5652,192.168.1.18,10.0.0.82,2034,22,SMTP,792,PSH,0.844837776,XSS
5653,192.168.1.173,10.0.0.171,48716,80,SMTP,492,RST,0.33,SQLi
5654,192.168.1.116,10.0.0.180,47274,25,SMTP,475,RST,1.01,DoS
5655,192.168.1.93,10.0.0.67,20885,25,HTTPS,567,PSH,0.85,Ransomware
5656,192.168.1.212,10.0.0.253,25149,80,FTP,580,URG,2.49,Phishing
5657,192.168.1.181,10.0.0.113,59598,80,HTTPS,856,URG,2.57,No Attack
5658,192.168.1.91,10.0.0.44,10393,21,SMTP,560,PSH,1.66,MITM
5659,192.168.1.82,10.0.0.160,4881,25,HTTP,555,SYN,1.03,Session Hijack
5660,192.168.1.68,10.0.0.10,27695,25,HTTP,638,RST,3.035465938,XSS
5661,192.168.1.193,10.0.0.64,10888,443,SSH,672,FIN,3.199601348,SQLi
5662,192.168.1.114,10.0.0.232,33514,8080,HTTPS,456,FIN,3.31,DoS
5663,192.168.1.1,10.0.0.207,11144,443,SSH,826,SYN,3.34,Ransomware
5664,192.168.1.58,10.0.0.69,21247,25,SSH,618,FIN,0.14,Phishing
5665,192.168.1.154,10.0.0.68,33174,443,HTTP,455,FIN,2.229464034,No Attack
5666,192.168.1.109,10.0.0.250,45162,25,HTTPS,568,RST,1.897489566,MITM
5667,192.168.1.148,10.0.0.28,54444,22,FTP,553,RST,3.75,Session Hijack
5668,192.168.1.116,10.0.0.181,3577,21,HTTPS,428,ACK,1.39,XSS
5669,192.168.1.87,10.0.0.116,16513,443,SSH,312,RST,1.34,SQLi
5670,192.168.1.10,10.0.0.51,60813,25,SMTP,646,ACK,1.61,DoS
5671,192.168.1.59,10.0.0.181,5413,443,SSH,799,URG,0.27,Ransomware
5672,192.168.1.203,10.0.0.4,50727,8080,HTTPS,452,RST,2.431073418,Phishing
5673,192.168.1.41,10.0.0.79,22974,21,HTTP,437,PSH,1.706847013,No Attack
5674,192.168.1.105,10.0.0.17,12113,22,HTTPS,477,RST,2.81,MITM
5675,192.168.1.133,10.0.0.108,43023,80,FTP,417,ACK,2.01,Session Hijack
5676,192.168.1.122,10.0.0.195,55934,80,SMTP,347,FIN,6.2,XSS
5677,192.168.1.193,10.0.0.74,59252,443,SMTP,369,RST,0.17,SQLi
5678,192.168.1.145,10.0.0.175,63836,25,SSH,500,FIN,2.95,DoS
5679,192.168.1.22,10.0.0.234,4075,8080,HTTPS,493,FIN,2.78,Ransomware
5680,192.168.1.98,10.0.0.184,39114,21,HTTP,353,RST,0.63,Phishing
5681,192.168.1.248,10.0.0.23,29829,22,FTP,631,RST,2.4,No Attack
5682,192.168.1.237,10.0.0.18,30466,22,SSH,438,PSH,2.15,MITM
5683,192.168.1.169,10.0.0.129,45581,22,HTTPS,690,URG,1.749215445,Session Hijack
5684,192.168.1.221,10.0.0.35,3579,80,HTTP,650,ACK,2.57,XSS
5685,192.168.1.68,10.0.0.64,51265,21,HTTPS,481,RST,5.34,SQLi
5686,192.168.1.197,10.0.0.245,13791,80,HTTP,749,FIN,0.73,DoS
5687,192.168.1.139,10.0.0.186,63326,443,HTTPS,644,FIN,8.414966024,Ransomware
5688,192.168.1.56,10.0.0.223,1482,22,HTTPS,570,RST,0.51,Phishing
5689,192.168.1.179,10.0.0.59,49493,21,SSH,624,ACK,0.29,No Attack
5690,192.168.1.149,10.0.0.236,17090,22,HTTPS,417,URG,0.16,MITM
5691,192.168.1.99,10.0.0.1,5745,80,HTTPS,392,FIN,1.436254754,Session Hijack
5692,192.168.1.76,10.0.0.131,13470,80,SSH,334,URG,0.84,XSS
5693,192.168.1.26,10.0.0.67,7328,80,SSH,375,URG,2.64,SQLi
5694,192.168.1.115,10.0.0.37,47357,22,SMTP,422,PSH,0.15,DoS
5695,192.168.1.147,10.0.0.211,43991,21,SMTP,400,FIN,2.009026015,Ransomware
5696,192.168.1.109,10.0.0.29,35712,21,SSH,582,ACK,1.46,Phishing
5697,192.168.1.188,10.0.0.89,14251,443,FTP,499,SYN,0.52,No Attack
5698,192.168.1.199,10.0.0.161,41486,22,HTTP,561,PSH,0.09,MITM
5699,192.168.1.47,10.0.0.100,55844,443,SSH,430,PSH,0.51,Session Hijack
5700,192.168.1.247,10.0.0.189,7322,8080,SMTP,491,SYN,0.52,XSS
5701,192.168.1.71,10.0.0.221,40421,443,HTTPS,503,PSH,2.33,SQLi
5702,192.168.1.154,10.0.0.122,46511,443,SSH,522,PSH,0.53,DoS
5703,192.168.1.40,10.0.0.90,38938,443,SSH,546,PSH,0.83,Ransomware
5704,192.168.1.133,10.0.0.132,51179,80,SMTP,467,FIN,0.489841606,Phishing
5705,192.168.1.149,10.0.0.241,53259,8080,SMTP,651,FIN,1.96,No Attack
5706,192.168.1.206,10.0.0.14,11330,443,FTP,496,RST,1.29,MITM
5707,192.168.1.132,10.0.0.242,3613,21,SMTP,476,RST,0.85,Session Hijack
5708,192.168.1.23,10.0.0.219,60511,443,SMTP,630,FIN,2.43,XSS
5709,192.168.1.106,10.0.0.161,38102,80,SMTP,669,PSH,2.29,SQLi
5710,192.168.1.84,10.0.0.150,36033,25,HTTPS,659,ACK,0.79,DoS
5711,192.168.1.143,10.0.0.176,55942,8080,SSH,558,SYN,2.47,Ransomware
5712,192.168.1.242,10.0.0.131,14625,25,SSH,384,RST,0.86,Phishing
5713,192.168.1.116,10.0.0.215,8735,25,SMTP,342,PSH,2.021464224,No Attack
5714,192.168.1.109,10.0.0.85,22388,8080,FTP,555,RST,2.54,MITM
5715,192.168.1.221,10.0.0.233,60454,22,SMTP,614,URG,2.6,Session Hijack
5716,192.168.1.136,10.0.0.151,64351,21,FTP,711,ACK,4.02,XSS
5717,192.168.1.41,10.0.0.196,34730,80,SSH,580,URG,2.683783529,SQLi
5718,192.168.1.112,10.0.0.21,30634,8080,FTP,529,PSH,1.088131383,DoS
5719,192.168.1.147,10.0.0.229,38093,25,FTP,464,FIN,3.63,Ransomware
5720,192.168.1.112,10.0.0.171,4994,80,HTTP,633,ACK,0.38,Phishing
5721,192.168.1.103,10.0.0.223,63405,80,FTP,602,RST,5.58,No Attack
5722,192.168.1.46,10.0.0.213,5023,22,FTP,742,PSH,1.173612621,MITM
5723,192.168.1.156,10.0.0.26,22058,25,HTTPS,603,URG,0.04,Session Hijack
5724,192.168.1.238,10.0.0.41,56803,443,SSH,438,PSH,0.41,XSS
5725,192.168.1.249,10.0.0.122,37200,80,SMTP,386,SYN,1.07,SQLi
5726,192.168.1.219,10.0.0.227,47599,25,HTTP,632,SYN,0.11,DoS
5727,192.168.1.68,10.0.0.38,42754,80,FTP,502,URG,1.05,Ransomware
5728,192.168.1.122,10.0.0.88,17656,22,HTTPS,606,SYN,0.45,Phishing
5729,192.168.1.15,10.0.0.11,14409,22,HTTPS,493,FIN,0.04,No Attack
5730,192.168.1.227,10.0.0.233,58740,443,SMTP,848,PSH,0.71,MITM
5731,192.168.1.165,10.0.0.29,6974,22,SMTP,617,PSH,1.657240821,Session Hijack
5732,192.168.1.129,10.0.0.239,36718,25,SSH,483,RST,1.09,XSS
5733,192.168.1.195,10.0.0.247,8999,8080,FTP,665,FIN,2.85,SQLi
5734,192.168.1.111,10.0.0.60,54033,22,HTTPS,502,SYN,1.43,DoS
5735,192.168.1.24,10.0.0.195,22338,8080,HTTP,386,PSH,4.134070623,Ransomware
5736,192.168.1.27,10.0.0.193,24422,443,SSH,451,SYN,0.82,Phishing
5737,192.168.1.40,10.0.0.244,26301,21,FTP,444,ACK,0.03,No Attack
5738,192.168.1.191,10.0.0.61,27785,80,SMTP,523,FIN,5.11,MITM
5739,192.168.1.189,10.0.0.246,65459,80,FTP,588,SYN,0.76,Session Hijack
5740,192.168.1.164,10.0.0.147,64968,25,SMTP,586,FIN,1.5,XSS
5741,192.168.1.226,10.0.0.174,32557,443,FTP,463,URG,1.27,SQLi
5742,192.168.1.221,10.0.0.177,7990,443,HTTP,507,PSH,1.75,DoS
5743,192.168.1.24,10.0.0.22,42925,443,SSH,646,ACK,4.930439004,Ransomware
5744,192.168.1.24,10.0.0.78,62282,80,SMTP,609,RST,5.249572332,Phishing
5745,192.168.1.234,10.0.0.113,7611,22,HTTP,368,ACK,9.352531077,No Attack
5746,192.168.1.4,10.0.0.185,23904,80,HTTPS,494,FIN,1.5,MITM
5747,192.168.1.67,10.0.0.123,6115,80,HTTP,469,ACK,5.11,Session Hijack
5748,192.168.1.34,10.0.0.142,42777,80,HTTP,435,PSH,1.32,XSS
5749,192.168.1.185,10.0.0.44,32154,22,HTTP,715,FIN,0.09,SQLi
5750,192.168.1.177,10.0.0.144,18085,21,SMTP,447,FIN,0.32,DoS
5751,192.168.1.215,10.0.0.97,23317,25,HTTPS,454,PSH,0.81,Ransomware
5752,192.168.1.181,10.0.0.77,2585,21,SSH,675,URG,2.59,Phishing
5753,192.168.1.248,10.0.0.230,54229,21,HTTP,596,SYN,0.17,No Attack
5754,192.168.1.116,10.0.0.241,42436,80,SMTP,593,RST,2.526422317,MITM
5755,192.168.1.23,10.0.0.140,60834,21,SMTP,576,URG,9.061185096,Session Hijack
5756,192.168.1.109,10.0.0.55,48577,80,SSH,622,URG,3.08,XSS
5757,192.168.1.69,10.0.0.51,65506,80,FTP,593,ACK,1.7,SQLi
5758,192.168.1.95,10.0.0.102,4680,25,HTTPS,419,URG,0.13,DoS
5759,192.168.1.254,10.0.0.167,22642,443,HTTPS,432,RST,0.03,Ransomware
5760,192.168.1.181,10.0.0.161,21554,80,HTTP,357,RST,0.22,Phishing
5761,192.168.1.62,10.0.0.161,22896,21,FTP,389,URG,1.146951191,No Attack
5762,192.168.1.169,10.0.0.29,58257,25,HTTPS,730,PSH,3.197010766,MITM
5763,192.168.1.57,10.0.0.69,29354,8080,HTTP,515,SYN,0.44,Session Hijack
5764,192.168.1.253,10.0.0.198,17163,8080,FTP,608,RST,0.11,XSS
5765,192.168.1.249,10.0.0.159,64002,8080,SMTP,379,FIN,0.19,SQLi
5766,192.168.1.188,10.0.0.80,34001,21,HTTP,678,URG,1.11,DoS
5767,192.168.1.54,10.0.0.31,6007,443,FTP,669,SYN,3.153471408,Ransomware
5768,192.168.1.70,10.0.0.217,40933,22,SSH,503,PSH,3.44,Phishing
5769,192.168.1.101,10.0.0.112,43910,443,HTTPS,431,URG,0.69,No Attack
5770,192.168.1.57,10.0.0.46,65504,25,HTTP,630,RST,2.18,MITM
